id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10,av11,av12,av13,av14,av15,av16,av17,av18,av19,av20,av21,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,sd17,sd18,sd19,sd20,sd21,ttf,label_bnc,label_mcc
34,203,-0.0011,-0.0001,100.0,518.67,643.74,1600.38,1427.49,14.62,21.61,551.77,2388.29,9036.27,1.3,48.13,519.44,2388.25,8122.11,8.5158,0.03,397,2388,100.0,38.62,23.0641,518.67,643.4300000000001,1600.2180000000003,1427.3619999999985,14.62,21.610000000000007,551.7280000000003,2388.2580000000016,9043.920000000007,1.3,48.11399999999998,519.8060000000006,2388.262,8124.693999999998,8.497099999999994,0.03,395.8,2388.0,100.0,38.485999999999954,23.137879999999956,0.0,0.2200000000023553,1.1235524019831395,3.806713805904209,0.0,1.1553890794328882e-09,0.1900526242926196,0.0294957624002085,5.292943415497206,0.0,0.0541294744105725,0.2295212408389919,0.0238746727585325,2.10350421915262,0.0171109613990881,0.0,1.3038404810405662,0.0,0.0,0.1003992031839154,0.0540326475383039,7,1,2
35,198,-0.0047,-0.0003,100.0,518.67,643.4,1602.02,1428.42,14.62,21.61,551.76,2388.26,9079.88,1.3,48.1,519.81,2388.22,8153.85,8.5141,0.03,395,2388,100.0,38.63,23.1161,518.67,643.4220000000005,1599.6119999999962,1426.0839999999994,14.62,21.61,551.9159999999995,2388.224000000002,9081.807999999995,1.3,48.04399999999998,520.0300000000004,2388.202,8154.024000000005,8.50908000000001,0.03,395.6,2388.0,100.0,38.58799999999995,23.101039999999998,0.0,0.0349284983899569,2.2408525163449933,3.873748830266477,0.0,0.0,0.1383112432192078,0.025099800805621,2.8673803375019045,0.0,0.1604057355582106,0.30257230540573,0.0178885438063658,4.759556702040372,0.0194342995757778,0.0,1.3416407865003852,0.0,0.0,0.1175584960773722,0.0729133595440912,11,1,2
36,126,-0.0018,-0.0002,100.0,518.67,642.94,1599.19,1418.98,14.62,21.61,552.32,2388.16,9056.3,1.3,47.94,520.01,2388.22,8136.96,8.5259,0.03,394,2388,100.0,38.54,23.1534,518.67,643.2880000000007,1600.852,1422.8340000000003,14.62,21.61,551.8620000000003,2388.168,9064.297999999992,1.3,47.908000000000094,520.1319999999998,2388.2000000000007,8138.434000000001,8.49732,0.03,394.6,2388.0,100.0,38.594,23.177160000000026,0.0,0.3596804137005075,2.043017376325248,2.3450010660923986,0.0,0.0,0.2915818924415705,0.0342052627514163,5.148113246619828,0.0,0.0944457516250412,0.2312358103780811,0.0234520787910621,3.015680686014258,0.0240078528819238,0.0,0.5477225575052154,0.0,0.0,0.124619420637372,0.0819340161349182,19,1,1
37,121,-0.0006,0.0002,100.0,518.67,643.34,1593.15,1413.38,14.62,21.61,552.56,2388.18,9041.71,1.3,47.69,520.69,2388.15,8119.07,8.4944,0.03,394,2388,100.0,38.76,23.2145,518.67,643.1420000000004,1587.988,1412.5940000000032,14.62,21.610000000000007,552.9440000000002,2388.1900000000005,9042.589999999997,1.3,47.71400000000007,520.9840000000002,2388.177999999998,8121.244000000004,8.472439999999988,0.03,393.8,2388.0,100.0,38.63,23.24012000000004,0.0,0.3019437033620269,4.436955036959436,1.353192521402981,0.0,0.0,0.5202211068378898,0.0158113883138045,4.338081373158859,0.0,0.0384707681230111,0.1728583234921085,0.0216794833855056,2.6557917839946232,0.0136844071848336,0.0,0.8366600265339031,0.0,0.0,0.1736375535418135,0.0767704174796784,21,1,1
38,125,-0.0015,-0.0003,100.0,518.67,643.04,1588.23,1404.91,14.62,21.61,553.09,2388.14,9086.18,1.3,47.86,520.91,2388.15,8160.76,8.4695,0.03,393,2388,100.0,38.78,23.1739,518.67,642.9939999999999,1591.426,1413.4479999999987,14.62,21.61,552.7299999999997,2388.138000000001,9078.966000000004,1.3,47.80200000000001,520.952,2388.11,8156.838000000001,8.482260000000005,0.03,394.2,2388.0,100.0,38.766000000000005,23.186739999999997,0.0,0.2734593205575754,2.4110433426214954,4.951643161617707,0.0,0.0,0.293768616430936,0.0228035085029329,5.250740900079532,0.0,0.1314153720079593,0.081670067958267,0.0393700393702116,3.5066465462219343,0.0180682871351946,0.0,1.3038404810404818,0.0,0.0,0.1811905074776284,0.03031077366217,50,0,0
39,37,0.0004,0.0003,100.0,518.67,642.09,1581.58,1402.17,14.62,21.61,554.03,2388.02,9061.91,1.3,47.2,521.94,2388.0,8147.31,8.3904,0.03,393,2388,100.0,38.82,23.3721,518.67,641.8100000000001,1584.9700000000005,1398.6560000000002,14.62,21.609999999999992,554.1920000000001,2388.0080000000003,9058.87,1.3,47.21199999999999,522.0519999999999,2388.0219999999995,8143.640000000001,8.405259999999998,0.03,391.6,2388.0,100.0,38.97000000000001,23.37126,0.0,0.3203903868718458,5.360956071448253,3.483558525416629,0.0,0.0,0.1087198233994605,0.0228035085016886,3.4042546908226137,0.0,0.0794984276574095,0.1162755348297097,0.039623225511894,3.7198118231983295,0.0270041293138661,0.0,1.1401754250990948,0.0,0.0,0.1135781669160023,0.0394374568145615,142,0,0
40,133,-0.0036,-0.0005,100.0,518.67,643.2,1603.15,1420.48,14.62,21.61,552.57,2388.17,9066.45,1.3,47.84,520.41,2388.17,8143.07,8.47,0.03,396,2388,100.0,38.58,23.0906,518.67,643.1700000000003,1595.2020000000002,1418.9739999999988,14.62,21.61,552.4559999999999,2388.187999999999,9071.383999999996,1.3,47.85999999999998,520.5959999999994,2388.1780000000003,8145.751999999998,8.473279999999992,0.03,394.8,2388.0,100.0,38.63600000000004,23.17632000000001,0.0,0.0894427191010515,5.617327656457497,2.3311113229523523,0.0,0.0,0.2881492668737426,0.0370135110468634,4.272104867614233,0.0,0.073143694191597,0.2205221077355647,0.0327108544667756,2.317319572258727,0.0042874234687345,0.0,0.836660026533935,0.0,0.0,0.1031018913502855,0.08423121155486,28,1,1
41,123,-0.0018,0.0001,100.0,518.67,642.54,1594.24,1416.76,14.62,21.61,553.02,2388.19,9036.88,1.3,47.64,520.61,2388.2,8115.82,8.4533,0.03,395,2388,100.0,38.84,23.1718,518.67,642.864,1593.5020000000009,1414.9220000000016,14.62,21.610000000000007,552.6120000000001,2388.187999999999,9036.639999999994,1.3,47.772,520.7620000000002,2388.1940000000022,8115.564000000004,8.467480000000005,0.03,394.4,2388.0,100.0,38.70800000000003,23.22376000000001,0.0,0.2182429838501958,2.4524620282458547,3.454536148316105,0.0,0.0,0.5503362608435197,0.0083666002267631,4.985012537590858,0.0,0.1047377677821905,0.0928439551043378,0.0207364413635391,1.5657841485748296,0.0296740121992196,0.0,0.8944271909998746,0.0,0.0,0.1283354978173033,0.0713261032161416,18,1,1
42,156,-0.0004,-0.0,100.0,518.67,643.31,1599.55,1425.12,14.62,21.61,550.94,2388.27,9026.89,1.3,47.89,520.54,2388.27,8118.45,8.4792,0.03,395,2388,100.0,38.51,23.094,518.67,643.3839999999999,1595.973999999999,1420.9459999999992,14.62,21.610000000000007,551.7719999999998,2388.2640000000006,9035.74,1.3,47.905999999999935,520.2259999999994,2388.243999999998,8114.0999999999985,8.476040000000001,0.03,395.2,2388.0,100.0,38.53800000000001,23.1545,0.0,0.406546430309069,3.5843451284772008,6.818396439044929,0.0,1.1553890794328882e-09,0.4668725736193915,0.0219089023421836,5.930345689780752,0.0,0.0808084154034501,0.37064808106442,0.0288097205782099,3.7016955574084087,0.007380243898484,0.0,0.836660026534417,0.0,0.0,0.036331804249365,0.0543208063268721,10,1,2
43,172,-0.003,0.0003,100.0,518.67,642.77,1594.19,1418.4,14.62,21.61,552.25,2388.13,9052.93,1.3,47.6,520.86,2388.16,8135.46,8.4456,0.03,394,2388,100.0,38.63,23.2379,518.67,643.0380000000001,1591.7999999999986,1412.6280000000002,14.62,21.61,553.0020000000002,2388.1240000000016,9055.994,1.3,47.67799999999998,521.2360000000006,2388.13,8134.296000000002,8.446920000000016,0.03,394.4,2388.0,100.0,38.78000000000003,23.260680000000043,0.0,0.4097194161855635,2.2767850140035737,4.830726653410777,0.0,0.0,0.6267934268960988,0.0230217288653353,2.3937063311874045,0.0,0.0993478736561569,0.2590945773255956,0.0273861278745321,1.896689220718244,0.0150022331670982,0.0,0.5477225575052543,0.0,0.0,0.1354621718414426,0.0736202893229713,59,0,0
44,54,0.0001,0.0002,100.0,518.67,642.49,1582.3,1415.29,14.62,21.61,552.97,2388.13,9057.77,1.3,47.52,521.73,2388.1,8131.44,8.4391,0.03,392,2388,100.0,38.85,23.3058,518.67,642.434,1587.568000000001,1407.9499999999991,14.62,21.61,553.6980000000001,2388.102,9056.210000000005,1.3,47.42999999999997,521.792,2388.0800000000004,8135.246000000004,8.434040000000005,0.03,393.0,2388.0,100.0,38.836000000000006,23.338539999999984,0.0,0.1553383404059524,5.156119665019725,5.115818605071853,0.0,0.0,0.5168849001471097,0.026832815729704,3.9234614819036735,0.0,0.120830459735953,0.2413917977071518,0.0199999999994659,2.5554608194977373,0.0332739838312172,0.0,0.999999999999968,0.0,0.0,0.0773304597166942,0.0270057031013857,109,0,0
45,152,0.0044,0.0002,100.0,518.67,642.75,1598.59,1410.33,14.62,21.61,553.2,2388.15,9067.31,1.3,47.57,520.76,2388.15,8140.56,8.4695,0.03,394,2388,100.0,38.58,23.312,518.67,642.8860000000001,1594.946,1412.668000000001,14.62,21.61,552.9900000000004,2388.108,9061.565999999988,1.3,47.61999999999985,521.0799999999999,2388.1319999999987,8139.332000000002,8.468879999999999,0.03,394.2,2388.0,100.0,38.69400000000004,23.26008,0.0,0.1614930339041844,3.18795859446202,2.9668029931239626,0.0,0.0,0.670074622710351,0.0303315017757207,4.765430725545938,0.0,0.1000000000000252,0.4328394621564241,0.0349284983945707,2.953569027465597,0.0180318329628318,0.0,0.4472135955007555,0.0,0.0,0.1684636459299079,0.049189399264463,114,0,0
46,146,-0.0005,-0.0003,100.0,518.67,642.79,1594.28,1413.17,14.62,21.61,552.73,2388.12,9080.61,1.3,47.74,520.97,2388.11,8153.86,8.4628,0.03,393,2388,100.0,38.61,23.1876,518.67,643.21,1593.214000000002,1412.2200000000007,14.62,21.61,552.836,2388.103999999997,9083.828000000003,1.3,47.68400000000005,520.988,2388.106,8156.702000000007,8.466460000000001,0.03,394.0,2388.0,100.0,38.64200000000002,23.2394,0.0,0.3078148794315004,2.958923790838288,1.987108452002127,0.0,0.0,0.1318332279767906,0.0357770876381552,2.451972675191028,0.0,0.0817312669667601,0.3117210291266781,0.0336154726273506,2.629813681613928,0.0126246980161656,0.0,0.7071067811864822,0.0,0.0,0.0719027120489535,0.032196040129121,47,0,0
47,73,0.0019,-0.0003,100.0,518.67,642.73,1587.09,1402.79,14.62,21.61,553.05,2388.16,9038.32,1.3,47.44,521.29,2388.14,8125.57,8.4586,0.03,392,2388,100.0,38.79,23.2595,518.67,642.6420000000005,1589.1059999999993,1410.5539999999996,14.62,21.61,553.1939999999998,2388.1540000000014,9040.143999999998,1.3,47.51799999999999,520.9760000000005,2388.149999999999,8123.364,8.444579999999997,0.03,392.8,2388.0,100.0,38.776,23.27794,0.0,0.3118813877101011,1.860760597175556,5.441716640913793,0.0,0.0,0.4673649537566249,0.013416407865002,3.6506752799944446,0.0,0.1175584960774987,0.2307162759749466,0.0620483682300343,3.506747781064788,0.0152322683799895,0.0,0.8366600265342259,0.0,0.0,0.0820365772079567,0.0318462399664464,135,0,0
48,78,0.0022,-0.0003,100.0,518.67,642.77,1591.34,1402.73,14.62,21.61,553.83,2388.1,9054.14,1.3,47.7,522.03,2388.15,8137.24,8.4515,0.03,393,2388,100.0,38.8,23.3238,518.67,642.532,1591.1180000000004,1405.639999999999,14.62,21.610000000000007,553.672,2388.0819999999976,9058.638,1.3,47.549999999999976,521.676,2388.1080000000006,8136.247999999998,8.431000000000001,0.03,392.8,2388.0,100.0,38.86999999999999,23.309380000000026,0.0,0.2723416971378453,0.5693592890300808,3.454728643468429,0.0,0.0,0.379038256644618,0.0130384048129874,3.6507492381581352,0.0,0.1274754878398442,0.2615912842586296,0.0408656334828973,1.8297732099914543,0.0129056189313083,0.0,0.8366600265342343,0.0,0.0,0.0803118920210416,0.0721972783420381,92,0,0
49,303,-0.0055,0.0001,100.0,518.67,643.21,1607.55,1425.3,14.62,21.61,552.0,2388.21,9052.48,1.3,48.01,520.27,2388.22,8132.46,8.5168,0.03,396,2388,100.0,38.56,23.1167,518.67,643.3620000000004,1598.8360000000046,1422.363999999996,14.62,21.610000000000007,552.1340000000004,2388.2240000000024,9052.686,1.3,47.91999999999999,520.5440000000006,2388.2160000000017,8128.836000000005,8.495580000000007,0.03,395.6,2388.0,100.0,38.64199999999998,23.11916000000003,0.0,0.304253184041277,5.998752370282238,4.372451257585093,0.0,0.0,0.5033686521818327,0.0328633534413713,4.2976889138439445,0.0,0.0591607978304467,0.2020643461895538,0.0151657508605179,3.248388831368572,0.0169734203978114,0.0,0.5477225575064802,0.0,0.0,0.0995991967840209,0.0821821635149287,21,1,1
50,74,0.0,0.0004,100.0,518.67,642.66,1582.59,1397.65,14.62,21.61,553.18,2388.05,9066.84,1.3,47.5,521.91,2388.06,8142.07,8.4719,0.03,393,2388,100.0,38.98,23.291,518.67,642.4820000000002,1584.935999999999,1403.2779999999998,14.62,21.610000000000007,553.9600000000003,2388.0419999999986,9063.844000000008,1.3,47.502,522.1080000000004,2388.068000000001,8143.271999999997,8.445560000000006,0.03,392.6,2388.0,100.0,38.912000000000006,23.28742000000003,0.0,0.1565886330489701,4.508988800163711,3.7210643638618826,0.0,0.0,0.4500555521266811,0.0083666002699191,4.263874998175167,0.0,0.1425482374496678,0.3134007019776242,0.0216794833878344,2.707521006380602,0.0161685806427268,0.0,1.1401754250990122,0.0,0.0,0.0589067059001105,0.0575878198927647,79,0,0
51,144,0.0003,0.0004,100.0,518.67,642.56,1585.08,1406.6,14.62,21.61,553.58,2388.1,9053.37,1.3,47.5,521.25,2388.12,8127.61,8.4577,0.03,394,2388,100.0,38.77,23.3108,518.67,642.646,1590.4819999999988,1403.715999999999,14.62,21.610000000000007,553.3759999999996,2388.1180000000013,9056.835999999988,1.3,47.49399999999996,521.366,2388.097999999999,8131.1219999999985,8.458300000000001,0.03,392.6,2388.0,100.0,38.86,23.295180000000023,0.0,0.3521079379963728,5.241027571002134,2.277593027738809,0.0,0.0,0.2625452341979842,0.0164316767176723,4.98012349244384,0.0,0.0712741187249089,0.327765159832553,0.0238746727706446,2.1267745531640463,0.0045787552894383,0.0,0.8944271909999024,0.0,0.0,0.1872164522684955,0.0706871416878674,114,0,0
52,189,0.0028,-0.0002,100.0,518.67,643.15,1600.96,1412.05,14.62,21.61,553.19,2388.11,9122.6,1.3,47.55,521.27,2388.07,8192.02,8.4645,0.03,395,2388,100.0,38.66,23.211,518.67,642.7059999999999,1594.129999999997,1410.1220000000003,14.62,21.610000000000007,553.3879999999988,2388.1000000000013,9111.554,1.3,47.60399999999997,521.3859999999999,2388.0580000000014,8189.138000000002,8.446140000000002,0.03,394.0,2388.0,100.0,38.77400000000004,23.25596000000001,0.0,0.2933087110889961,3.925181524463144,2.1977306477358924,0.0,1.1553890794328882e-09,0.159593232936241,0.0158113883086719,6.59280137722736,0.0,0.1023718711365931,0.2769115382207397,0.0277488738520632,4.199579740887412,0.0127656962207287,0.0,1.0000000000004086,0.0,0.0,0.1057355191030519,0.0534407428840712,29,1,1
53,164,-0.0021,-0.0004,100.0,518.67,642.87,1602.76,1418.18,14.62,21.61,553.09,2388.08,9102.33,1.3,47.75,520.98,2388.05,8180.97,8.4702,0.03,394,2388,100.0,38.64,23.1671,518.67,642.8400000000005,1592.3599999999965,1411.303999999998,14.62,21.610000000000007,552.9840000000004,2388.072000000001,9106.894000000004,1.3,47.70799999999995,520.9220000000003,2388.0779999999995,8178.882,8.46054,0.03,393.8,2388.0,100.0,38.695999999999984,23.23828000000001,0.0,0.2250555486980703,6.029780261336168,5.714151730574391,0.0,0.0,0.4038316480920023,0.0164316767238531,2.935477814712201,0.0,0.0983361581515425,0.269851811181067,0.0228035085060593,2.7779614828449404,0.0152139081106862,0.0,1.303840481040467,0.0,0.0,0.0884872872225215,0.0708064050775392,26,1,1
54,121,-0.0019,0.0,100.0,518.67,642.43,1580.89,1399.84,14.62,21.61,555.07,2388.05,9064.43,1.3,47.34,522.28,2387.97,8143.64,8.3926,0.03,392,2388,100.0,38.95,23.4385,518.67,642.424,1585.1280000000002,1402.3720000000008,14.62,21.608000000000008,554.2879999999996,2388.017999999999,9062.615999999996,1.3,47.27600000000004,522.1620000000004,2387.992000000002,8145.636000000001,8.419279999999992,0.03,392.2,2388.0,100.0,39.04400000000002,23.443099999999998,0.0,0.3110144691174899,6.185626079872529,2.071658755680464,0.0,0.004472135954999,0.4738354144641712,0.0349284983932704,2.435606700621757,0.0,0.0606630035524017,0.1917550520849714,0.0216794833906413,1.843374622815235,0.017819567895993,0.0,1.4832396974191624,0.0,0.0,0.0991463564635521,0.0236972572252579,97,0,0
55,113,-0.0059,0.0002,100.0,518.67,642.2,1585.68,1399.63,14.62,21.61,553.37,2388.09,9056.16,1.3,47.5,521.92,2388.04,8135.62,8.4276,0.03,393,2388,100.0,38.93,23.3438,518.67,642.4480000000001,1587.7639999999994,1404.7760000000003,14.62,21.610000000000007,553.8,2388.068,9058.526000000002,1.3,47.39800000000002,522.1380000000001,2388.078,8140.288,8.425739999999994,0.03,392.8,2388.0,100.0,38.996,23.342839999999995,0.0,0.2788727308291162,4.253149421311374,5.674440941625488,0.0,0.0,0.2656124997051524,0.0248997991970387,4.036258168145684,0.0,0.1229634091915523,0.3740588189041062,0.0258843582134048,2.7452631932188423,0.0241685332612506,0.0,0.4472135954999929,0.0,0.0,0.0527257053058318,0.0809358573192383,137,0,0
56,136,-0.0028,-0.0005,100.0,518.67,643.32,1598.6,1416.85,14.62,21.61,551.45,2388.23,9035.55,1.3,48.02,520.0,2388.23,8116.7,8.5235,0.03,395,2388,100.0,38.51,23.1772,518.67,643.4419999999999,1594.8159999999991,1423.4060000000013,14.62,21.61,552.0520000000002,2388.262,9044.959999999995,1.3,47.962,520.0380000000002,2388.245999999999,8118.130000000005,8.50596,0.03,395.0,2388.0,100.0,38.52399999999998,23.069719999999958,0.0,0.3901538158213624,3.947939969147412,4.739122281602695,0.0,0.0,0.3482384240710841,0.0204939015313513,6.704203905014362,0.0,0.0501996015922433,0.1897893569236354,0.0427784992792982,3.989379651023937,0.0156169139076652,0.0,0.0,0.0,0.0,0.0487852436706437,0.0763919629280766,15,1,2
57,160,0.0035,-0.0001,100.0,518.67,642.17,1590.38,1411.95,14.62,21.61,552.43,2388.11,9043.8,1.3,47.59,521.61,2388.19,8131.76,8.4603,0.03,394,2388,100.0,38.77,23.291,518.67,642.6479999999992,1588.9539999999995,1412.7720000000036,14.62,21.610000000000007,553.0680000000004,2388.1199999999985,9048.468000000004,1.3,47.542,521.2,2388.144,8130.798000000002,8.452580000000005,0.03,394.2,2388.0,100.0,38.79400000000002,23.217979999999983,0.0,0.3886129179529148,1.988587438358814,2.439338024957048,0.0,0.0,0.4496331838292492,0.0380788655310501,6.716537054164855,0.0,0.1227599283154075,0.3421987726452118,0.0288097205852124,1.0990996315174912,0.0492698386439431,0.0,0.8366600265339138,0.0,0.0,0.0960728889957754,0.055730575091239,103,0,0
58,176,0.0,0.0005,100.0,518.67,643.01,1596.72,1418.42,14.62,21.61,553.07,2388.24,9058.12,1.3,47.78,521.2,2388.2,8128.82,8.497,0.03,392,2388,100.0,38.46,23.1747,518.67,642.9979999999998,1593.1680000000008,1417.9839999999965,14.62,21.610000000000007,552.754000000001,2388.1759999999986,9056.024,1.3,47.76200000000004,521.022,2388.176000000003,8132.567999999989,8.471859999999989,0.03,393.6,2388.0,100.0,38.69799999999999,23.24190000000004,0.0,0.3070342000494732,2.3006672945011024,3.1479405966360408,0.0,0.0,0.4989288526441771,0.0477493455447822,5.243322419987912,0.0,0.0810555365166978,0.1666433316998065,0.023021728864555,3.8049073576117594,0.0282891852127374,0.0,1.140175425099333,0.0,0.0,0.1470374102057171,0.0828755693796462,37,0,0
59,94,-0.0007,-0.0004,100.0,518.67,642.18,1584.24,1401.21,14.62,21.61,553.72,2388.0,9055.0,1.3,47.08,521.78,2388.05,8140.39,8.4267,0.03,390,2388,100.0,38.92,23.4337,518.67,642.1979999999994,1585.4480000000003,1400.494000000001,14.62,21.610000000000007,554.0500000000001,2388.035999999999,9056.906,1.3,47.23799999999996,521.9480000000001,2388.053999999999,8139.924000000006,8.426859999999994,0.03,391.6,2388.0,100.0,38.95399999999998,23.424859999999995,0.0,0.2766224864321274,2.408022009865555,4.348255972226633,0.0,0.0,0.386781592116652,0.0357770876379579,3.132559656254466,0.0,0.1287245120402472,0.1614620698487741,0.008944271912352,2.4921135608119243,0.0104260730862324,0.0,0.8944271909997991,0.0,0.0,0.0444971909225679,0.0703269720662017,114,0,0
60,147,-0.0003,-0.0003,100.0,518.67,642.86,1592.46,1402.77,14.62,21.61,553.31,2388.12,9054.22,1.3,47.53,521.66,2388.07,8136.13,8.4484,0.03,394,2388,100.0,38.87,23.2971,518.67,642.645999999999,1590.3060000000014,1409.5979999999995,14.62,21.610000000000007,553.1499999999996,2388.1140000000014,9055.72800000001,1.3,47.530000000000015,521.1859999999999,2388.1059999999998,8135.157999999993,8.422500000000012,0.03,393.6,2388.0,100.0,38.81999999999997,23.314799999999984,0.0,0.1771440092128459,3.115209463263228,5.279992424237189,0.0,0.0,0.6371028174478481,0.0250998007961489,3.916116698972596,0.0,0.0851469318296406,0.3755396117593769,0.040987803063471,4.992005608970315,0.0195610582535742,0.0,0.5477225575045862,0.0,0.0,0.0556776436282513,0.0562440219045467,100,0,0
61,159,0.0032,0.0002,100.0,518.67,643.29,1603.16,1414.17,14.62,21.61,552.74,2388.16,9065.79,1.3,47.81,520.97,2388.17,8147.51,8.4725,0.03,395,2388,100.0,38.64,23.1314,518.67,642.9539999999998,1597.124,1418.7259999999994,14.62,21.609999999999992,552.5100000000001,2388.144,9067.164000000004,1.3,47.75400000000004,520.7119999999998,2388.1820000000007,8145.096,8.480559999999993,0.03,394.4,2388.0,100.0,38.636,23.225660000000016,0.0,0.3506137475912737,5.219935823358009,4.342191842833025,0.0,0.0,0.2218107301364647,0.0391152144390054,1.5098940360182316,0.0,0.0832466215529936,0.474994736812598,0.0178885438545738,2.101720723596649,0.0060591253493372,0.0,0.5477225575064802,0.0,0.0,0.0856154191720069,0.0704476614232566,21,1,1
62,232,-0.0029,-0.0005,100.0,518.67,642.83,1594.78,1407.86,14.62,21.61,553.81,2388.03,9096.2,1.3,47.52,521.2,2388.06,8162.08,8.4622,0.03,394,2388,100.0,38.75,23.2719,518.67,642.6759999999997,1595.5220000000031,1411.507999999999,14.62,21.609999999999992,553.4579999999991,2388.066000000001,9092.783999999996,1.3,47.534000000000006,521.392,2388.060000000002,8166.988000000005,8.45047999999999,0.03,394.0,2388.0,100.0,38.72000000000001,23.234260000000017,0.0,0.2159398064258592,2.6150659647520538,3.2036806957032926,0.0,0.0,0.3823218539391261,0.0531977443134908,3.727590374553297,0.0,0.0947628619238979,0.2320991167599631,0.0158113882855951,5.038201067853138,0.0137627032228276,0.0,1.2247448713913598,0.0,0.0,0.0796868872526791,0.0564100434320572,54,0,0
63,155,-0.0019,-0.0003,100.0,518.67,643.26,1592.19,1412.74,14.62,21.61,552.8,2388.19,9052.57,1.3,47.79,521.17,2388.17,8131.3,8.4704,0.03,393,2388,100.0,38.8,23.2344,518.67,642.81,1592.194,1410.435999999998,14.62,21.610000000000007,552.4779999999997,2388.1579999999985,9051.820000000002,1.3,47.68200000000003,521.2139999999997,2388.1599999999994,8128.571999999997,8.472059999999994,0.03,393.6,2388.0,100.0,38.69399999999998,23.25339999999999,0.0,0.3192961008211968,2.1335955568025367,2.045734586892697,0.0,0.0,0.2802142037776821,0.021679483388971,2.172164818800704,0.0,0.0936482781476039,0.2127909772528262,0.0199999999867316,4.344625415384968,0.033824665556354,0.0,0.54772255750577,0.0,0.0,0.0826438140455215,0.021361062707616,72,0,0
64,168,0.0012,0.0004,100.0,518.67,643.01,1597.94,1417.14,14.62,21.61,552.05,2388.22,9056.25,1.3,47.73,520.97,2388.13,8133.0,8.4665,0.03,394,2388,100.0,38.61,23.167,518.67,643.2059999999999,1596.5360000000014,1418.1959999999976,14.62,21.610000000000007,552.4040000000002,2388.194,9054.615999999984,1.3,47.76400000000004,520.6179999999993,2388.177999999999,8136.057999999995,8.475800000000008,0.03,394.0,2388.0,100.0,38.63,23.155740000000005,0.0,0.2394368392680723,4.335329283915614,2.7164646141698547,0.0,0.0,0.3363480340365976,0.0240831891656313,2.8160397724558464,0.0,0.086486993241745,0.3169700301302497,0.0443846820403197,3.2060520894083275,0.0287568252768047,0.0,0.7071067811865375,0.0,0.0,0.0724568837310473,0.0389159735841181,28,1,1
65,71,0.0012,0.0,100.0,518.67,641.75,1588.1,1398.17,14.62,21.6,554.39,2388.03,9063.17,1.3,47.1,522.65,2388.03,8153.06,8.424,0.03,392,2388,100.0,39.19,23.327,518.67,641.8879999999998,1586.008,1400.6719999999998,14.62,21.608000000000008,554.5200000000001,2387.998,9065.268000000007,1.3,47.182,522.2820000000004,2388.0100000000007,8150.337999999998,8.417319999999993,0.03,391.4,2388.0,100.0,39.018,23.39487999999999,0.0,0.3367788591937063,2.426225463554961,3.2068629531041064,0.0,0.0044721359549988,0.2451530134427168,0.0311448230053192,3.409826975087454,0.0,0.13663820841916,0.2552841554034508,0.0524404424083785,4.360839368744864,0.025928883508556,0.0,0.8944271909999659,0.0,0.0,0.111892805845599,0.0800746339361072,128,0,0
66,147,-0.0014,-0.0003,100.0,518.67,643.34,1599.38,1422.98,14.62,21.61,552.06,2388.09,9122.3,1.3,47.92,520.75,2388.11,8197.69,8.4838,0.03,396,2388,100.0,38.61,23.0669,518.67,643.4340000000002,1597.5679999999993,1420.9559999999983,14.62,21.61,552.1739999999999,2388.1139999999987,9123.115999999998,1.3,47.88599999999999,520.6959999999999,2388.1060000000025,8192.294,8.484839999999997,0.03,395.2,2388.0,100.0,38.61199999999998,23.16328000000002,0.0,0.2869320477037403,3.990610229024852,4.35907444303882,0.0,0.0,0.4883953316726809,0.0450555213034528,4.078079204639563,0.0,0.1085357084097463,0.2645373319585915,0.011401754254804,4.142309742189987,0.0182022800769632,0.0,0.8366600265341154,0.0,0.0,0.0496990945591463,0.0656568503661159,14,1,2
67,71,0.0012,0.0001,100.0,518.67,642.39,1593.86,1409.97,14.62,21.61,554.52,2388.12,9046.26,1.3,47.27,521.75,2388.11,8141.98,8.3732,0.03,392,2388,100.0,38.78,23.2914,518.67,642.4159999999999,1587.6399999999978,1403.5099999999989,14.62,21.609999999999992,554.122,2388.062,9056.651999999998,1.3,47.29599999999997,521.8300000000003,2388.0520000000024,8136.795999999999,8.409980000000001,0.03,392.0,2388.0,100.0,38.89200000000002,23.323840000000008,0.0,0.1662227421268294,4.469921699537748,4.754261246503131,0.0,4.728096185986014e-09,0.3656774535024638,0.0396232255124654,5.9873090783765335,0.0,0.1186591757935274,0.3014133374623816,0.0491934955045718,5.209331051101531,0.0378780543322914,0.0,0.7071067811865375,0.0,0.0,0.1112205017072116,0.0257740761231129,77,0,0
